,s1,0.167hr,0.333hr,0.500hr,0.667hr,0.833hr,1.000hr,1.167hr,1.333hr,1.500hr,1.667hr,1.833hr,2.000hr,2.167hr,2.333hr,2.500hr,2.667hr,2.833hr,3.000hr,3.167hr,3.333hr,3.500hr,3.667hr,3.833hr,4.000hr,4.167hr,4.333hr,4.500hr,4.667hr,4.833hr,5.000hr,5.167hr,5.333hr,5.500hr,5.667hr,5.833hr,6.000hr,6.167hr,6.333hr,6.500hr,6.667hr,6.833hr,7.000hr,7.167hr,7.333hr,7.500hr,7.667hr,7.833hr,8.000hr,8.167hr,8.333hr,8.500hr,8.667hr,8.833hr,9.000hr,9.167hr,9.333hr,9.500hr,9.667hr,9.833hr,10.000hr,10.167hr,10.333hr,10.500hr,10.667hr,10.833hr,11.000hr,11.167hr,11.333hr,11.500hr,11.667hr,11.833hr,12.000hr,12.167hr,12.333hr,12.500hr,12.667hr,12.833hr,13.000hr,13.167hr,13.333hr,13.500hr,13.667hr,13.833hr,14.000hr,14.167hr,14.333hr,14.500hr,14.667hr,14.833hr,15.000hr,15.167hr,15.333hr,15.500hr,15.667hr,15.833hr,16.000hr,16.167hr,16.333hr,16.500hr,16.667hr,16.833hr,17.000hr,17.167hr,17.333hr,17.500hr,17.667hr,17.833hr,18.000hr,18.167hr,18.333hr,18.500hr,18.667hr,18.833hr,19.000hr,19.167hr,19.333hr,19.500hr,19.667hr,19.833hr,20.000hr,20.167hr,20.333hr,20.500hr,20.667hr,20.833hr,21.000hr,21.167hr,21.333hr,21.500hr,21.667hr,21.833hr,22.000hr,22.167hr,22.333hr,22.500hr,22.667hr,22.833hr,23.000hr,23.167hr,23.333hr,23.500hr,23.667hr,23.833hr,24.000hr
12.667hr,0.455557469,0.4719201,0.489658481,0.50930644,0.530840889,0.552097399,0.569199561,0.58059425,0.59069451,0.602519601,0.617196098,0.634695664,0.654035892,0.671878765,0.686919474,0.7002501,0.712617823,0.724365818,0.735540636,0.745944259,0.755780211,0.765433461,0.775099064,0.784813756,0.794534614,0.80398596,0.8131041,0.822020613,0.830805343,0.839465375,0.847955488,0.856034567,0.863587889,0.87069715,0.877426885,0.88382054,0.889900421,0.895592491,0.900867868,0.905789041,0.910401917,0.914738119,0.918810528,0.922631643,0.926236071,0.929661374,0.932944039,0.936109878,0.939178048,0.942113871,0.944911008,0.947602177,0.950226694,0.952820012,0.955403203,0.957944655,0.960410943,0.962811138,0.965149864,0.967437412,0.969671974,0.971868901,0.974065783,0.976279686,0.978524157,0.980794174,0.983060701,0.985310444,0.987554477,0.989791994,0.991996451,0.994118777,0.996079391,0.997727599,0.998960033,0.999733447,1,0.999727627,0.998913487,0.997601044,0.995876059,0.993816812,0.991486548,0.988922932,0.986181446,0.983305796,0.980370772,0.977426835,0.974553974,0.971782505,0.969072249,0.966492124,0.964022504,0.961595014,0.95910384,0.956446466,0.953621086,0.950692784,0.947610675,0.944450386,0.941167015,0.937738754,0.934182119,0.930543415,0.926832829,0.923033454,0.91909569,0.914998768,0.910808544,0.906363861,0.901860695,0.897305581,0.892703357,0.888195886,0.883748259,0.87941054,0.875158191,0.870981875,0.866936447,0.863135745,0.859491269,0.855923001,0.852679,0.84959839,0.846685812,0.84375249,0.840667594,0.837651867,0.83513667,0.833194692,0.831186848,0.828302367,0.824686381,0.821335891,0.818327436,0.814937626,0.811169406,0.807113708,0.803251654,0.799043688,0.79496641,0.791041157,0.78753796,0.784014324,0.780718574
12.833hr,0.454261488,0.470576338,0.488258511,0.507825958,0.529260463,0.550410872,0.567414829,0.578734645,0.588771152,0.600530041,0.615137405,0.63256559,0.651830562,0.669599034,0.684568402,0.697828526,0.710125807,0.721802438,0.732903711,0.743233953,0.753000868,0.762590855,0.772198267,0.781859627,0.791532067,0.800941094,0.810024281,0.818912278,0.827673583,0.836314699,0.844789455,0.852854318,0.860392997,0.867487721,0.874203872,0.880585928,0.886656917,0.892342703,0.897613953,0.902532813,0.907144982,0.911481276,0.915554292,0.919377293,0.922985614,0.926417718,0.929708029,0.932886501,0.935972913,0.93893249,0.941758059,0.944482694,0.947143287,0.949773042,0.952392856,0.954970415,0.957473171,0.959911875,0.962293288,0.964626112,0.966900823,0.969128519,0.971350544,0.973587353,0.975853785,0.978146051,0.98043767,0.982723911,0.985026002,0.987350142,0.989677342,0.991969584,0.994160867,0.996111192,0.997721228,0.998947209,0.999727627,1,0.999716372,0.998878159,0.997547811,0.995800364,0.993709438,0.99133132,0.988730957,0.985966229,0.983120546,0.980251449,0.977440762,0.974719161,0.972056357,0.969516647,0.967081458,0.964693694,0.962262524,0.959682307,0.956932242,0.954074082,0.951049169,0.947929046,0.944674438,0.941264101,0.937710209,0.934068062,0.930352031,0.926552873,0.922620334,0.918538583,0.914367292,0.909946773,0.905474964,0.90094991,0.896363916,0.891863856,0.887412981,0.883067631,0.878802562,0.874614106,0.870552861,0.866728487,0.863063793,0.859483803,0.856228228,0.853132232,0.850193974,0.847221752,0.844082668,0.840995394,0.838325188,0.836193005,0.834301101,0.831609479,0.827991705,0.82450034,0.821363576,0.817913186,0.814115751,0.810039785,0.806156185,0.801927216,0.797829928,0.793873408,0.790325385,0.786762262,0.78342423
13.000hr,0.453331243,0.469588425,0.487208433,0.506694864,0.528034248,0.549086423,0.565995418,0.577233677,0.587194511,0.598872888,0.613394568,0.630733767,0.649907405,0.667586141,0.682470447,0.69564702,0.707861898,0.719456229,0.73047374,0.740720302,0.750407424,0.759922372,0.769458736,0.779052646,0.788661004,0.79801166,0.807044648,0.81589019,0.824615866,0.833227093,0.841676391,0.849718367,0.857235277,0.864309098,0.871005643,0.877370099,0.883426009,0.889099189,0.894360514,0.899271895,0.903878872,0.908212,0.912283504,0.916107235,0.919719078,0.923157706,0.926457507,0.929647632,0.932749031,0.935729144,0.938580739,0.941335975,0.944029762,0.946695056,0.949348393,0.951958472,0.954495647,0.956970932,0.959391688,0.961767636,0.964088001,0.966354934,0.968607943,0.970869727,0.973157284,0.975468173,0.9777772,0.980086329,0.982425689,0.984807212,0.987218273,0.989630299,0.991988093,0.994163284,0.996068723,0.997672414,0.998913487,0.999716372,1,0.999710362,0.998866938,0.997526317,0.995758905,0.993631912,0.991220163,0.988597293,0.985859001,0.983073872,0.980328199,0.97765585,0.97503719,0.972534088,0.97013286,0.967785134,0.965412962,0.962912683,0.960247049,0.95747056,0.954517828,0.951452272,0.948240164,0.944860366,0.941319409,0.937680307,0.933962507,0.930160345,0.926229158,0.922156389,0.917999283,0.91359893,0.909157086,0.904663758,0.900099243,0.89561231,0.891163654,0.886816106,0.882543771,0.878346962,0.874273638,0.870426459,0.866738139,0.863139922,0.859870302,0.856756498,0.853793357,0.850785595,0.847590918,0.844431473,0.841599055,0.839199067,0.837258325,0.834827741,0.831302126,0.827709743,0.824446726,0.820919537,0.817085313,0.812983896,0.809076807,0.804826642,0.800713298,0.796732543,0.793146452,0.789542274,0.786162468
13.167hr,0.452170769,0.468383465,0.48595438,0.505375803,0.526639504,0.54761474,0.564452241,0.575630266,0.585534539,0.597149585,0.611600826,0.628864074,0.647956084,0.665552738,0.680355697,0.69345017,0.705580833,0.717088093,0.728016541,0.738174208,0.747775535,0.757208647,0.766666432,0.776183847,0.785717122,0.794997662,0.803968674,0.812759519,0.821436929,0.830005667,0.838417076,0.846423549,0.853905926,0.8609466,0.867611879,0.873947182,0.879976677,0.88562686,0.89086864,0.895764161,0.900358978,0.904682533,0.908747906,0.912569583,0.916183804,0.919628318,0.922936707,0.926139201,0.929257503,0.932259309,0.935137305,0.937923566,0.940653274,0.943359646,0.946058734,0.948715768,0.951299015,0.953819799,0.956286402,0.958709388,0.961078699,0.96339406,0.96569,0.967989096,0.970308911,0.972648064,0.974981897,0.977317831,0.979693521,0.982125697,0.984605973,0.987112428,0.989598458,0.991943614,0.994073389,0.995974947,0.997601044,0.998878159,0.999710362,1,0.999710997,0.99886458,0.997512437,0.995718755,0.99356177,0.991128748,0.98852923,0.985847136,0.983176038,0.980556907,0.977981462,0.975511455,0.97314053,0.970829465,0.968511422,0.966088559,0.963511194,0.96082417,0.957956827,0.954962391,0.95180846,0.948475634,0.944964454,0.941341415,0.937632701,0.933836269,0.929911732,0.925849651,0.921706553,0.917325327,0.912910405,0.908446982,0.903906701,0.899436425,0.894994006,0.890648572,0.886374163,0.882173387,0.87809181,0.874225008,0.870511916,0.866890799,0.863601867,0.86046669,0.857476141,0.854433527,0.851183851,0.847950905,0.844960579,0.842257496,0.840101118,0.837882243,0.834543328,0.830914577,0.827542259,0.823932565,0.820054316,0.815921112,0.811986817,0.807713376,0.803581958,0.799582506,0.795966969,0.792322829,0.788901799
13.333hr,0.450955228,0.467108131,0.48462506,0.503980775,0.525170798,0.546075935,0.56285423,0.573986742,0.583848101,0.595414495,0.609811971,0.62701652,0.646043929,0.66357232,0.678304336,0.691323612,0.703375441,0.714798848,0.725638217,0.735705262,0.745217703,0.754564554,0.763938192,0.773372234,0.782821817,0.792022284,0.800921072,0.80964702,0.818266166,0.82678302,0.835148253,0.843112105,0.850554038,0.857556951,0.864187905,0.870492225,0.876494054,0.88212006,0.887341189,0.89221921,0.896799242,0.901110578,0.905165903,0.908980053,0.91259071,0.916036262,0.919349882,0.92256133,0.925691926,0.928710868,0.931611483,0.934424878,0.937182874,0.939911216,0.942636953,0.945324056,0.947937956,0.950491911,0.952996927,0.955463659,0.957882386,0.960251832,0.962601145,0.964945937,0.967306698,0.969682978,0.972051396,0.974422662,0.976838457,0.979319506,0.981861676,0.984448418,0.987039042,0.989517837,0.991818457,0.993946742,0.995876059,0.997547811,0.998866938,0.999710997,1,0.99970923,0.998854728,0.997482665,0.995661715,0.993484513,0.991071781,0.988524809,0.985947844,0.983392957,0.980864923,0.978427456,0.976083644,0.9738041,0.971532709,0.969180647,0.966689707,0.96409508,0.961322533,0.958413031,0.955333636,0.952064525,0.948602674,0.945013551,0.941329377,0.937552274,0.933645801,0.929602749,0.925479264,0.921120805,0.916731001,0.912293959,0.907777564,0.903323839,0.898889199,0.894548074,0.890275037,0.88607438,0.88198839,0.878105067,0.874367554,0.870720055,0.867405509,0.864245632,0.861222616,0.858144268,0.854841774,0.851535523,0.848397533,0.845399819,0.842918792,0.840734968,0.83766244,0.834064801,0.830613824,0.826926263,0.822998588,0.818827316,0.814859218,0.810558878,0.806402322,0.802384389,0.798745782,0.795064725,0.791601491
13.500hr,0.449649772,0.465748347,0.483213853,0.502491117,0.523584836,0.544388787,0.561074678,0.572130758,0.581924629,0.593422162,0.607748074,0.624878143,0.643827655,0.661278831,0.675934881,0.688877156,0.70084963,0.712190239,0.722943162,0.732922967,0.74235026,0.751614075,0.760905276,0.770255729,0.779619016,0.788734873,0.79755527,0.806209068,0.81476166,0.823217418,0.831526613,0.839437883,0.846830647,0.853787378,0.860376523,0.866643741,0.872613401,0.878212276,0.883411492,0.888272834,0.892841092,0.897145012,0.901196992,0.905012617,0.908630285,0.912088223,0.91541733,0.918642222,0.921788469,0.924826983,0.927751592,0.930593627,0.933384938,0.936151379,0.938921024,0.941655121,0.944316423,0.946918987,0.949474125,0.95199315,0.954467119,0.956894952,0.959304043,0.961704968,0.964118199,0.966543647,0.968958759,0.971376046,0.973840676,0.976376505,0.97898236,0.981645441,0.984329012,0.986919524,0.989355055,0.991656225,0.993816812,0.995800364,0.997526317,0.99886458,0.99970923,1,0.999706073,0.99883903,0.997445104,0.995607452,0.993449306,0.991086942,0.988637098,0.986167529,0.983698517,0.981298274,0.978981419,0.976729672,0.974497026,0.972206813,0.969796631,0.967292391,0.964619124,0.961804425,0.958812894,0.955623558,0.952228504,0.948691262,0.945048387,0.941305044,0.937429732,0.93341618,0.929320923,0.924992339,0.920629348,0.91621698,0.911722836,0.907282989,0.902855608,0.898518968,0.89424913,0.890051225,0.885964127,0.882067075,0.878306559,0.874629529,0.871284472,0.868094785,0.865033005,0.861916196,0.858562659,0.855185212,0.851910902,0.848645099,0.845797217,0.843452398,0.840628002,0.837129973,0.83364084,0.829885071,0.825905939,0.821691786,0.817682671,0.813351052,0.809160567,0.805121208,0.801458897,0.797746399,0.794240053
13.667hr,0.448824339,0.464886856,0.482309718,0.501515803,0.522516471,0.543218246,0.559802602,0.570767354,0.580474777,0.591883755,0.606118383,0.623153682,0.642003849,0.659355638,0.673913739,0.686758,0.698631023,0.709869612,0.720517225,0.730391874,0.739716633,0.748879802,0.758071059,0.767320192,0.776579648,0.785594445,0.794320938,0.802887627,0.811359468,0.819740496,0.827980805,0.835828334,0.843162071,0.850064696,0.856605014,0.86282864,0.86875979,0.874324535,0.879493471,0.884328171,0.888873166,0.893157162,0.897192877,0.900996528,0.904606941,0.908061809,0.911391625,0.914621979,0.917778464,0.920833583,0.923780664,0.926649621,0.929470911,0.932271032,0.935078155,0.937851346,0.9405525,0.943197494,0.9457985,0.948367025,0.950894395,0.953378719,0.955846704,0.95830702,0.960777691,0.963257619,0.965724795,0.968193222,0.97071012,0.973301762,0.975969774,0.978705159,0.981474301,0.984163847,0.986711841,0.989149176,0.991486548,0.993709438,0.995758905,0.997512437,0.998854728,0.999706073,1,0.999701689,0.998820385,0.997415153,0.995596508,0.993487193,0.991214839,0.988865397,0.986478046,0.984128238,0.981844239,0.979620616,0.977421597,0.975184242,0.97284771,0.970428163,0.96785396,0.965139818,0.962246337,0.959149902,0.955837257,0.952367439,0.94877945,0.945082785,0.941251228,0.937277419,0.933220501,0.928929598,0.924598822,0.920212931,0.915740696,0.911311768,0.906890487,0.902557971,0.898292621,0.894099147,0.890013387,0.886105819,0.882324239,0.87861648,0.875237595,0.872013208,0.868906836,0.865747145,0.862343516,0.858899458,0.855503837,0.852003183,0.848798285,0.846153683,0.843430875,0.840096381,0.836608009,0.832797476,0.828766886,0.824507089,0.820451163,0.816083529,0.811850354,0.807783821,0.804088878,0.800349466,0.796800596
13.833hr,0.447931945,0.46393038,0.481259473,0.500337377,0.521190638,0.541743079,0.558189102,0.569036487,0.578637803,0.589939214,0.604062872,0.620984023,0.639716773,0.656954217,0.671405073,0.684145448,0.695915854,0.70705067,0.717591909,0.727360718,0.736584088,0.745649177,0.754743731,0.763895703,0.773055732,0.781973531,0.790609449,0.799091599,0.807484226,0.815790704,0.823961553,0.831744905,0.839019769,0.845868897,0.852361494,0.858543586,0.864439493,0.869974935,0.875120118,0.87993662,0.884468891,0.888745377,0.892778435,0.896584468,0.9002027,0.903670149,0.907017709,0.910271015,0.913455263,0.916542455,0.919524934,0.922432063,0.925294377,0.928138157,0.930991386,0.933811139,0.9365584,0.939250894,0.941901685,0.94452222,0.947104864,0.949648422,0.952179099,0.954704484,0.957238971,0.959780617,0.962308013,0.964835538,0.967412018,0.970065375,0.972798877,0.97560641,0.97845761,0.981240125,0.98389025,0.986443979,0.988922932,0.99133132,0.993631912,0.995718755,0.997482665,0.99883903,0.999701689,1,0.999696566,0.99881029,0.997424098,0.995652408,0.993625878,0.991447908,0.989178214,0.986903196,0.984666778,0.982478192,0.980313186,0.978123024,0.975853255,0.973511503,0.971031952,0.968419958,0.965630973,0.96263794,0.959420665,0.956033216,0.95251196,0.948870547,0.94509112,0.941164136,0.937152083,0.932906607,0.928613339,0.924257908,0.91981084,0.915391993,0.910975741,0.90664633,0.902386405,0.898199037,0.894116732,0.890201712,0.886402029,0.882665276,0.879250785,0.875988462,0.872834418,0.869626525,0.866173674,0.862669962,0.8591715,0.855467752,0.851942586,0.848932092,0.846118676,0.84295604,0.839498725,0.835652515,0.831572424,0.827266091,0.823159205,0.818752138,0.814468399,0.810367264,0.806626259,0.802861165,0.799271221
14.000hr,0.447380443,0.46334949,0.480621243,0.499609692,0.520349355,0.540781291,0.557111353,0.567857029,0.577363001,0.588564259,0.602580673,0.619388399,0.638001598,0.655119197,0.669452962,0.682077023,0.693729609,0.704745465,0.715166063,0.724815809,0.733924946,0.742879044,0.751862546,0.760902003,0.76994621,0.778749745,0.787278313,0.795659437,0.803956714,0.812173194,0.820259747,0.827964852,0.835167778,0.84195174,0.848386661,0.854518279,0.860370615,0.865868873,0.870982968,0.875774586,0.880287973,0.884551248,0.888576319,0.892379157,0.8959985,0.899470905,0.902827122,0.906092494,0.909292204,0.912398988,0.915404597,0.918336865,0.921223911,0.924090168,0.926965605,0.929810212,0.9325839,0.935304408,0.93798577,0.940639894,0.943261822,0.945851769,0.948436454,0.951022299,0.95361926,0.95622,0.958804891,0.961389413,0.964023691,0.966737066,0.969533765,0.972409175,0.975334652,0.978199497,0.980938654,0.983589941,0.986181446,0.988730957,0.991220163,0.99356177,0.995661715,0.997445104,0.998820385,0.999696566,1,0.999697225,0.998828409,0.99748461,0.995786357,0.993847227,0.991746228,0.989581781,0.987417332,0.985278118,0.983153272,0.981009299,0.978801236,0.976530608,0.974139509,0.97162654,0.968943137,0.966059775,0.962947936,0.959655759,0.956214594,0.952638294,0.948917573,0.945041364,0.94107595,0.936882833,0.932633374,0.928315335,0.923899787,0.919495279,0.91508506,0.910758253,0.906503302,0.902322715,0.898245894,0.894326897,0.890513129,0.886751675,0.883302227,0.880001864,0.876798993,0.873539521,0.870038029,0.86648259,0.862900634,0.8590242,0.855225425,0.851844626,0.848783021,0.845712108,0.842314098,0.838446806,0.834324494,0.82997225,0.825812439,0.821364586,0.81702667,0.812883028,0.809083113,0.805287818,0.801658122
14.167hr,0.446840303,0.462758879,0.479960255,0.498838381,0.519440494,0.539723525,0.55591165,0.566537922,0.575937203,0.587031711,0.600935784,0.617623319,0.636109706,0.653103966,0.66732227,0.67983516,0.691378217,0.702283366,0.712590827,0.722129739,0.731133601,0.739986649,0.748869635,0.757805356,0.766741751,0.775438409,0.783865967,0.792150857,0.800355949,0.808483693,0.816485248,0.824110802,0.831241074,0.837959838,0.84433665,0.850416769,0.856224345,0.861684217,0.866766101,0.871532034,0.876025891,0.880275341,0.884291543,0.888088798,0.891705459,0.895179103,0.898541593,0.901816015,0.905023295,0.908140619,0.911161542,0.914114378,0.917025874,0.919919775,0.922826818,0.925707366,0.928518665,0.93127761,0.933998369,0.936694136,0.939359659,0.941996838,0.944634128,0.94727752,0.949934928,0.95259337,0.955232702,0.957871957,0.960562106,0.963333056,0.966190005,0.969129571,0.972124077,0.975064002,0.977883385,0.980620368,0.983305796,0.985966229,0.988597293,0.991128748,0.993484513,0.995607452,0.997415153,0.99881029,0.999697225,1,0.999705581,0.998866926,0.997580775,0.995957502,0.994089241,0.992083402,0.990024388,0.987956579,0.985884267,0.983790319,0.981641995,0.979437515,0.977128345,0.974708798,0.97212772,0.969354265,0.966353926,0.963166794,0.959817811,0.956317297,0.952663101,0.948843462,0.944928488,0.940793261,0.936593795,0.932319962,0.927942163,0.923559685,0.919160303,0.914838063,0.910588634,0.906414008,0.902343781,0.898424628,0.89460152,0.890821035,0.88734009,0.884004337,0.880754434,0.877444236,0.873895404,0.870295636,0.86665165,0.86263794,0.858610379,0.854893639,0.851495622,0.848383019,0.845052117,0.841174125,0.837019217,0.832624692,0.828412231,0.823923629,0.819532607,0.815340591,0.811471385,0.8076368,0.803967759
14.333hr,0.446049882,0.461926332,0.479063542,0.497831616,0.518289884,0.53841506,0.554449884,0.564949485,0.574240589,0.585228693,0.59902223,0.615593041,0.63395637,0.650830139,0.664935949,0.677341038,0.688778441,0.699577788,0.709777996,0.719212046,0.728116561,0.73687429,0.745663119,0.754503258,0.76334045,0.771939187,0.780273999,0.788469765,0.796589097,0.80463407,0.812556339,0.820107354,0.827169492,0.83382677,0.840148263,0.846179257,0.851943835,0.857366448,0.862416712,0.867157018,0.871631207,0.875866725,0.879874456,0.88366829,0.887286367,0.890766703,0.894141531,0.897433749,0.900663872,0.9038081,0.906859161,0.909845145,0.912792261,0.915723815,0.918670261,0.92159113,0.924443334,0.927244133,0.930008297,0.932749514,0.935462735,0.93814973,0.940838301,0.943534074,0.946244688,0.948956328,0.951647587,0.954338136,0.95708101,0.959907147,0.962822316,0.965823748,0.968884365,0.97189565,0.974789922,0.977604306,0.980370772,0.983120546,0.985859001,0.98852923,0.991071781,0.993449306,0.995596508,0.997424098,0.998828409,0.999705581,1,0.999716477,0.998913925,0.997684635,0.996122052,0.994336381,0.992427879,0.9904628,0.988463626,0.986429899,0.984343644,0.982203203,0.979970283,0.977637042,0.975152564,0.972485091,0.969596026,0.966518831,0.963271671,0.95985684,0.956278167,0.952521036,0.948660057,0.944585833,0.940440022,0.936215769,0.931882099,0.92752976,0.923147953,0.91883518,0.914593492,0.910424601,0.906360831,0.902443936,0.898615915,0.894822794,0.891316074,0.887948603,0.884657499,0.88130168,0.877708552,0.874070531,0.870387478,0.866275864,0.862058249,0.858055534,0.85430492,0.851031857,0.847730522,0.843852109,0.839673746,0.835243635,0.830980778,0.826453052,0.822013749,0.817771932,0.813826995,0.809942598,0.806233744
14.500hr,0.445158474,0.461009596,0.478092751,0.496761612,0.517088706,0.537068208,0.552961882,0.563343507,0.572528346,0.583406994,0.597083226,0.613527826,0.631756875,0.64850007,0.662486065,0.674778614,0.686108256,0.69680178,0.706896725,0.716229004,0.725037809,0.733704298,0.742403469,0.751152944,0.759895805,0.768400751,0.776646101,0.784755635,0.792791629,0.800756349,0.808602502,0.816082931,0.823081202,0.829681747,0.835953601,0.841941823,0.847669406,0.853060372,0.858084233,0.862803921,0.867263383,0.871490047,0.875494645,0.879290231,0.882914319,0.886405165,0.8897954,0.893108209,0.896363833,0.899538284,0.902623291,0.905646415,0.908633029,0.911605558,0.914594046,0.917557009,0.920450395,0.923291862,0.92609677,0.928879807,0.931636736,0.934369547,0.937105948,0.939851657,0.942614065,0.945376413,0.948116093,0.950853283,0.953643243,0.956518565,0.959485831,0.962543205,0.965663826,0.968740246,0.971703658,0.974588776,0.977426835,0.980251449,0.983073872,0.985847136,0.988524809,0.991086942,0.993487193,0.995652408,0.99748461,0.998866926,0.999716477,1,0.99972888,0.998961835,0.997779761,0.99628524,0.994586015,0.992765951,0.990869281,0.988913401,0.986896049,0.984820722,0.982659795,0.980405534,0.978010051,0.975442088,0.972660443,0.969692216,0.966551131,0.963230492,0.959735345,0.956048184,0.95224411,0.948232387,0.944142629,0.939970163,0.935687088,0.931372428,0.927015338,0.922718412,0.918488285,0.914325401,0.91026759,0.906354126,0.902525426,0.898726607,0.895200876,0.891807071,0.888482593,0.885088244,0.881455405,0.877783707,0.874079488,0.869908792,0.865537472,0.861298465,0.857222871,0.853721555,0.850379932,0.846507104,0.842311673,0.837853738,0.833545228,0.828980779,0.824499261,0.820209046,0.81618663,0.812242403,0.80849008
14.667hr,0.444196363,0.460038694,0.477082272,0.495661238,0.51586213,0.535699153,0.551452267,0.561722631,0.570814466,0.581600394,0.595179728,0.611521749,0.629642919,0.646281931,0.660172956,0.672376111,0.683619128,0.694225963,0.704232149,0.713477109,0.722202868,0.73078975,0.739409245,0.748075897,0.75673054,0.765146074,0.773304166,0.781328178,0.789280423,0.797164303,0.804930697,0.8123334,0.819260627,0.825798076,0.832014784,0.837956159,0.843644446,0.849003341,0.854002189,0.858703781,0.863151983,0.867373735,0.87137971,0.875181353,0.878814624,0.882317407,0.885721813,0.889050125,0.892321702,0.895513697,0.898619566,0.901667002,0.90468149,0.907685477,0.910708364,0.913708637,0.916641646,0.919523191,0.922367426,0.925189255,0.927985461,0.930758051,0.933534745,0.936323405,0.939131399,0.941940849,0.944724745,0.947502308,0.950332776,0.953249966,0.956261926,0.959368371,0.962542747,0.965678153,0.968704393,0.971653271,0.974553974,0.977440762,0.980328199,0.983176038,0.985947844,0.988637098,0.991214839,0.993625878,0.995786357,0.997580775,0.998913925,0.99972888,1,0.999740829,0.999004072,0.997873508,0.99645172,0.994832115,0.993078178,0.991226432,0.989291402,0.987286183,0.985195311,0.98301367,0.980698847,0.978221953,0.975540902,0.972677091,0.969640859,0.966417916,0.963013003,0.959402326,0.95565933,0.951710341,0.947677482,0.943557827,0.939329888,0.935059375,0.930734083,0.926459415,0.922245792,0.918091331,0.914039626,0.910130831,0.906305128,0.902508436,0.898971533,0.895559081,0.892209599,0.888785445,0.885119674,0.881418415,0.877702637,0.873509136,0.86901991,0.864587704,0.860232609,0.856482733,0.853039209,0.849155975,0.844947399,0.840467774,0.836118389,0.83151958,0.827001432,0.822666124,0.818569089,0.814558044,0.810756327
14.833hr,0.44339454,0.459202883,0.47619726,0.494693416,0.514787247,0.534507334,0.550149018,0.560338602,0.569370786,0.580097314,0.593609331,0.609873582,0.627904261,0.644450878,0.658257345,0.670380082,0.681543094,0.692067338,0.701985609,0.711141077,0.719779841,0.728280974,0.736813906,0.745390702,0.75395068,0.762269881,0.770333116,0.778262758,0.786120388,0.793909181,0.801580128,0.808889893,0.815729339,0.822184777,0.828325385,0.834196738,0.839821201,0.845123448,0.850074094,0.854736236,0.859153871,0.863353567,0.867345862,0.871141657,0.874775988,0.878286335,0.881704565,0.885052466,0.888348926,0.891570968,0.894711506,0.897797523,0.900853828,0.903902437,0.906972162,0.91002042,0.913001561,0.915930544,0.918821267,0.921688838,0.924530049,0.927346259,0.930165151,0.932995497,0.935845059,0.938695691,0.941518734,0.944332301,0.947197307,0.950149368,0.953197873,0.956344295,0.959562855,0.96274761,0.965827109,0.968829876,0.971782505,0.974719161,0.97765585,0.980556907,0.983392957,0.986167529,0.988865397,0.991447908,0.993847227,0.995957502,0.997684635,0.998961835,0.999740829,1,0.999751091,0.999046905,0.997972307,0.996617639,0.995058729,0.993348332,0.991518304,0.989594793,0.987576426,0.98546386,0.983222518,0.98082812,0.978239243,0.975472861,0.972537193,0.969411575,0.966099281,0.96257172,0.95889446,0.955009275,0.95103302,0.946966413,0.94279678,0.938574883,0.934288484,0.930042129,0.925849446,0.921707555,0.917663828,0.913761445,0.909941189,0.906153805,0.902613813,0.89919074,0.895823877,0.892379459,0.88868826,0.884961013,0.881236817,0.877048635,0.872478815,0.867890895,0.86330617,0.859316223,0.855733997,0.851810663,0.847587233,0.843089624,0.838702894,0.834071505,0.829520912,0.825143544,0.820976671,0.816894419,0.813035751
15.000hr,0.442964857,0.458793009,0.47578507,0.494243632,0.51426356,0.533888465,0.549425751,0.559534201,0.568508961,0.579182944,0.592638712,0.60883826,0.626792871,0.643261796,0.656998212,0.669054943,0.680152604,0.690609605,0.700456214,0.709537525,0.718102544,0.726529292,0.734985643,0.743481453,0.751954551,0.760183508,0.768157112,0.775996981,0.783764205,0.791461165,0.799039442,0.806259437,0.813013855,0.819389618,0.825455361,0.831257088,0.836817466,0.84206135,0.84695862,0.851571057,0.855942797,0.860100033,0.864053777,0.867814431,0.871415202,0.874894202,0.878286672,0.881616848,0.884899712,0.888115251,0.891260913,0.894357886,0.897431087,0.900500476,0.903593947,0.90666658,0.909673972,0.912630312,0.915548522,0.918442723,0.921308578,0.924148725,0.926991589,0.929847505,0.932724338,0.935603756,0.938455371,0.941295669,0.944186239,0.947163442,0.950237523,0.953412429,0.956664127,0.959889117,0.963015837,0.966069344,0.969072249,0.972056357,0.97503719,0.977981462,0.980864923,0.983698517,0.986478046,0.989178214,0.991746228,0.994089241,0.996122052,0.997779761,0.999004072,0.999751091,1,0.999762917,0.999095078,0.998071775,0.99676879,0.995249093,0.993558805,0.991738713,0.989803221,0.987762028,0.985590907,0.983272441,0.980768111,0.978091937,0.975251545,0.972221588,0.969001984,0.965561093,0.961956189,0.958138184,0.954218643,0.950204967,0.946096288,0.941926442,0.9376854,0.93347335,0.929305811,0.925181534,0.92114944,0.917256551,0.913444606,0.90967277,0.906136784,0.902710707,0.899333972,0.89587807,0.892168066,0.888417427,0.884685672,0.88051819,0.875905336,0.871194594,0.866426594,0.862222564,0.858488249,0.854500748,0.850251083,0.845736092,0.84131404,0.836650501,0.832069079,0.827652185,0.82342082,0.819265202,0.81534268
