,s1,0.167hr,0.333hr,0.500hr,0.667hr,0.833hr,1.000hr,1.167hr,1.333hr,1.500hr,1.667hr,1.833hr,2.000hr,2.167hr,2.333hr,2.500hr,2.667hr,2.833hr,3.000hr,3.167hr,3.333hr,3.500hr,3.667hr,3.833hr,4.000hr,4.167hr,4.333hr,4.500hr,4.667hr,4.833hr,5.000hr,5.167hr,5.333hr,5.500hr,5.667hr,5.833hr,6.000hr,6.167hr,6.333hr,6.500hr,6.667hr,6.833hr,7.000hr,7.167hr,7.333hr,7.500hr,7.667hr,7.833hr,8.000hr,8.167hr,8.333hr,8.500hr,8.667hr,8.833hr,9.000hr,9.167hr,9.333hr,9.500hr,9.667hr,9.833hr,10.000hr,10.167hr,10.333hr,10.500hr,10.667hr,10.833hr,11.000hr,11.167hr,11.333hr,11.500hr,11.667hr,11.833hr,12.000hr,12.167hr,12.333hr,12.500hr,12.667hr,12.833hr,13.000hr,13.167hr,13.333hr,13.500hr,13.667hr,13.833hr,14.000hr,14.167hr,14.333hr,14.500hr,14.667hr,14.833hr,15.000hr,15.167hr,15.333hr,15.500hr,15.667hr,15.833hr,16.000hr,16.167hr,16.333hr,16.500hr,16.667hr,16.833hr,17.000hr,17.167hr,17.333hr,17.500hr,17.667hr,17.833hr,18.000hr,18.167hr,18.333hr,18.500hr,18.667hr,18.833hr,19.000hr,19.167hr,19.333hr,19.500hr,19.667hr,19.833hr,20.000hr,20.167hr,20.333hr,20.500hr,20.667hr,20.833hr,21.000hr,21.167hr,21.333hr,21.500hr,21.667hr,21.833hr,22.000hr,22.167hr,22.333hr,22.500hr,22.667hr,22.833hr,23.000hr,23.167hr,23.333hr,23.500hr,23.667hr,23.833hr,24.000hr
18.000hr,0.418879298,0.43492623,0.451610761,0.469093953,0.48753993,0.505329693,0.519214048,0.528274941,0.536454701,0.54618861,0.558419468,0.573083231,0.589258782,0.603985042,0.616177705,0.62681625,0.636560445,0.645687407,0.654189909,0.661908283,0.669104552,0.67616713,0.6832688,0.690411033,0.697523434,0.704429793,0.711162615,0.717841403,0.72452545,0.731213089,0.737848528,0.744198389,0.750163604,0.755830062,0.761266176,0.766514976,0.771598663,0.776417207,0.780918937,0.785171102,0.789222852,0.793099469,0.796817166,0.800379781,0.80381142,0.807150291,0.810434561,0.813687627,0.816924797,0.820138391,0.823336555,0.826544421,0.82978447,0.8330684,0.836408179,0.83975062,0.843061152,0.846346226,0.849611267,0.852864645,0.856098609,0.859306702,0.86250939,0.865718815,0.868949402,0.872194146,0.87542551,0.878665284,0.881981284,0.885402138,0.888940661,0.892594123,0.896340984,0.900072896,0.903710072,0.907274662,0.910808544,0.914367292,0.917999283,0.921706553,0.925479264,0.929320923,0.933220501,0.937152083,0.94107595,0.944928488,0.948660057,0.95224411,0.95565933,0.95889446,0.961956189,0.964857141,0.967623318,0.970296496,0.972918836,0.975522868,0.978121906,0.980697472,0.983238856,0.985745528,0.98820417,0.990581687,0.992829367,0.994865447,0.996620063,0.998050318,0.999114149,0.999774504,1,0.999776565,0.999129026,0.998094281,0.99671198,0.995022965,0.993064215,0.990897545,0.988588807,0.986153375,0.983607744,0.980970828,0.978229943,0.97543294,0.972677047,0.969882639,0.967015055,0.963983906,0.96070968,0.957249713,0.953588097,0.949574965,0.945265694,0.940620256,0.935667393,0.930936878,0.926493383,0.921998839,0.91737066,0.91259098,0.907808923,0.902859184,0.897914398,0.893095441,0.888323402,0.883513213,0.878818172
18.167hr,0.416439665,0.432486967,0.449154194,0.466594795,0.48496961,0.50267913,0.51650517,0.525542696,0.533699796,0.543391889,0.5555567,0.570131438,0.586203404,0.600832656,0.612943368,0.623509049,0.633185985,0.642249695,0.650691934,0.658351088,0.665487499,0.672489888,0.679531985,0.686615879,0.693672356,0.700525696,0.707208081,0.713838776,0.720476881,0.727120615,0.733714431,0.740025069,0.745953032,0.75158401,0.75698628,0.762202941,0.767256036,0.77204485,0.776517127,0.780740524,0.78476463,0.788614605,0.792306661,0.795844684,0.799252722,0.802568723,0.805830864,0.809062732,0.812280361,0.815477519,0.818663155,0.821862455,0.825097766,0.828380728,0.831722837,0.835070278,0.838387924,0.841681639,0.844956166,0.848218895,0.851461365,0.854676631,0.85788488,0.861098134,0.864330844,0.867576693,0.870809228,0.874051308,0.87737212,0.880801751,0.884353827,0.888025584,0.89179436,0.895549655,0.899211713,0.902803234,0.906363861,0.909946773,0.91359893,0.917325327,0.921120805,0.924992339,0.928929598,0.932906607,0.936882833,0.940793261,0.944585833,0.948232387,0.951710341,0.955009275,0.958138184,0.961112348,0.963957937,0.96671697,0.969432449,0.972136225,0.974841586,0.977530382,0.98019326,0.982834673,0.985448283,0.988008,0.990473185,0.992766433,0.994819162,0.996589896,0.998034507,0.999110299,0.999776565,1,0.99978388,0.999154619,0.998144865,0.996791586,0.995131437,0.993226183,0.991144641,0.98890884,0.986538331,0.984053163,0.981441631,0.978753177,0.976086397,0.973371864,0.970571602,0.967603358,0.964389752,0.960982732,0.957371922,0.95342633,0.949200152,0.944635458,0.939729304,0.935007777,0.930565903,0.926086034,0.921483266,0.916730444,0.9119667,0.907038474,0.90210471,0.89729025,0.892511702,0.887695035,0.882985295
18.333hr,0.413796736,0.429815072,0.446452148,0.463845951,0.482153585,0.499793361,0.513577078,0.522609586,0.530761549,0.540428336,0.552542248,0.567041854,0.583022524,0.597565897,0.609606127,0.620111157,0.629733859,0.638748304,0.647145052,0.65476009,0.661851353,0.668807521,0.675803598,0.682842784,0.689856662,0.696669392,0.703312523,0.709905197,0.716506477,0.723114575,0.729674063,0.735952062,0.741848808,0.747449815,0.752823381,0.758012584,0.763039551,0.767803216,0.772250606,0.776449292,0.780448671,0.784273601,0.7879407,0.791454408,0.794838495,0.798130802,0.801369489,0.804578204,0.8077731,0.810949222,0.814116666,0.817300987,0.820524489,0.823798834,0.827135327,0.830479666,0.833796493,0.837091337,0.840368323,0.843634242,0.84687967,0.85009728,0.853306698,0.856519354,0.859749795,0.86299165,0.866218574,0.86945391,0.8727685,0.87619498,0.879748512,0.88342675,0.887206428,0.890975576,0.89465567,0.89827108,0.901860695,0.905474964,0.909157086,0.912910405,0.916731001,0.920629348,0.924598822,0.928613339,0.932633374,0.936593795,0.940440022,0.944142629,0.947677482,0.95103302,0.954218643,0.957253291,0.96016634,0.963001049,0.965801793,0.968600861,0.971409957,0.97421053,0.976993554,0.979765483,0.982524679,0.985250871,0.987909249,0.990427283,0.992740112,0.994810194,0.99659492,0.998050053,0.999129026,0.99978388,1,0.999789633,0.999174694,0.998184509,0.99685152,0.995234466,0.993403234,0.99138614,0.989206395,0.986885952,0.98441573,0.981845338,0.979273673,0.976645375,0.973920678,0.971022862,0.967878616,0.964532058,0.960979873,0.95710891,0.952970656,0.948497072,0.943656564,0.938954533,0.93451838,0.930054966,0.92547704,0.920752417,0.916009441,0.911104424,0.906184397,0.901376046,0.896593198,0.891771327,0.887048108
18.500hr,0.411747881,0.427730316,0.444327556,0.461652273,0.47985839,0.497382644,0.511072166,0.520051965,0.528162067,0.537776422,0.549819013,0.56422784,0.580106059,0.594556957,0.606522957,0.616965951,0.626534881,0.635502766,0.643859378,0.65143793,0.658493807,0.665415052,0.672377541,0.679385083,0.686369684,0.693154466,0.699769593,0.706334113,0.712907395,0.719488291,0.726022072,0.7322754,0.73814733,0.743723391,0.749072132,0.754236743,0.759239501,0.763979477,0.768402714,0.772576435,0.776549606,0.780346619,0.783984271,0.787467203,0.790819047,0.794077448,0.797280913,0.800453482,0.80361126,0.806750229,0.809881596,0.813030704,0.816219424,0.819460984,0.822761432,0.826068805,0.82935331,0.832623018,0.835880578,0.839131913,0.842366275,0.845575112,0.848776527,0.85198138,0.855203585,0.858436538,0.861652919,0.864875971,0.868176757,0.87158977,0.875133443,0.878807204,0.882588317,0.886364296,0.890056562,0.893690548,0.897305581,0.90094991,0.904663758,0.908446982,0.912293959,0.91621698,0.920212931,0.924257908,0.928315335,0.932319962,0.936215769,0.939970163,0.943557827,0.946966413,0.950204967,0.953292952,0.956263647,0.95916326,0.962039095,0.964924915,0.967831865,0.970740259,0.973640895,0.976541329,0.979441433,0.98232418,0.985159746,0.98787911,0.990421521,0.992755092,0.994841007,0.996636863,0.998094281,0.999154619,0.999789633,1,0.999793976,0.999189535,0.998211483,0.996911323,0.995357162,0.993582629,0.991614348,0.989476299,0.987163419,0.98472476,0.982258396,0.979724216,0.977084992,0.974266683,0.971201629,0.96792669,0.964443448,0.960656936,0.956613104,0.952238228,0.947480773,0.942812647,0.938388813,0.933946154,0.92939505,0.924700205,0.919980962,0.915101813,0.910199161,0.905399598,0.900615371,0.895790425,0.891055638
18.667hr,0.409692881,0.425619533,0.442172896,0.459435205,0.477554598,0.494984535,0.508596539,0.517529069,0.525594837,0.535149241,0.547110035,0.561418099,0.577182248,0.591526595,0.603404011,0.613771066,0.623272643,0.632181815,0.640488245,0.648021224,0.655033112,0.661911972,0.668834351,0.675804306,0.682753921,0.689504904,0.696085346,0.702614474,0.709151929,0.715697241,0.72219598,0.728414817,0.734252319,0.739793901,0.745108235,0.750239149,0.755209416,0.75991885,0.764313823,0.768461815,0.772411727,0.776187372,0.779805287,0.783269998,0.786604831,0.789846736,0.793033557,0.796188912,0.799328791,0.802449414,0.805562412,0.808693387,0.811864768,0.815090106,0.818375449,0.82166874,0.82494039,0.828198864,0.831446858,0.834690363,0.837918235,0.841121752,0.844318192,0.847517336,0.850732812,0.853957594,0.857163299,0.860372212,0.863655591,0.867048843,0.870571764,0.87422607,0.877991423,0.881756571,0.885443541,0.889079143,0.892703357,0.896363916,0.900099243,0.903906701,0.907777564,0.911722836,0.915740696,0.91981084,0.923899787,0.927942163,0.931882099,0.935687088,0.939329888,0.94279678,0.946096288,0.949245738,0.952276338,0.955236913,0.958178929,0.961140503,0.964134956,0.96714241,0.970152843,0.973174533,0.97620912,0.97924066,0.982241724,0.985145899,0.987895105,0.990462709,0.992815144,0.99491388,0.99671198,0.998144865,0.999174694,0.999793976,1,0.999796852,0.999197826,0.998242885,0.996994488,0.995490004,0.993758558,0.99182569,0.989690572,0.987402437,0.985056051,0.982626624,0.980083089,0.977355941,0.974380371,0.971189968,0.967788043,0.96409778,0.960156444,0.955887463,0.951227882,0.946609997,0.942208079,0.93779242,0.933272557,0.928610511,0.92391837,0.919068774,0.914187683,0.90940081,0.904619251,0.899794355,0.895050955
18.833hr,0.407880407,0.423806416,0.440363375,0.457613806,0.475695621,0.493076097,0.506642163,0.515540367,0.523561897,0.533050512,0.544920251,0.559113968,0.574747931,0.588966227,0.600733042,0.611003854,0.620420441,0.629254321,0.637495486,0.644970024,0.651925999,0.658750621,0.665622182,0.672545779,0.679454074,0.686167039,0.692709886,0.699201423,0.705701236,0.712209252,0.718671031,0.724853665,0.730655537,0.73616122,0.741439275,0.746533946,0.751468644,0.756144,0.760506718,0.764624334,0.768545633,0.772293852,0.775885518,0.779325413,0.782636632,0.785855588,0.789019679,0.792152162,0.795268749,0.798366095,0.801456477,0.804565575,0.807715674,0.810920794,0.814187572,0.817463196,0.820717439,0.823959139,0.827191156,0.830419365,0.833632938,0.836823693,0.840008746,0.843197616,0.846403335,0.849618065,0.85281272,0.856008528,0.859275528,0.862649258,0.866150511,0.869781975,0.873524612,0.877270154,0.880943027,0.884571368,0.888195886,0.891863856,0.89561231,0.899436425,0.903323839,0.907282989,0.911311768,0.915391993,0.919495279,0.923559685,0.92752976,0.931372428,0.935059375,0.938574883,0.941926442,0.945131334,0.94821908,0.951236292,0.954237421,0.957265073,0.96033637,0.963433632,0.966546309,0.969682885,0.972845413,0.976018793,0.979175889,0.982251065,0.985188627,0.987966117,0.990555049,0.992921827,0.995022965,0.996791586,0.998184509,0.999189535,0.999796852,1,0.999797918,0.999213339,0.998299034,0.997093795,0.995628005,0.993927632,0.991995727,0.989881551,0.9876749,0.985365004,0.982929204,0.980306275,0.977432292,0.974339913,0.971034056,0.967452893,0.963623816,0.959469019,0.954920114,0.950369078,0.946001895,0.941621195,0.937138668,0.932514665,0.927854031,0.92303845,0.918183892,0.913414592,0.908641022,0.903820587,0.899072645
19.000hr,0.40542538,0.421298477,0.437840094,0.455080813,0.473146641,0.49051633,0.504102018,0.513046341,0.521099432,0.53059026,0.54242898,0.556561796,0.572112913,0.586250552,0.597950968,0.608164545,0.617530489,0.626319137,0.634520383,0.64195721,0.648874879,0.655660673,0.662494958,0.669383533,0.676260656,0.682943934,0.689454891,0.695912341,0.70237635,0.708847833,0.715273016,0.721419283,0.72718492,0.732654533,0.737896604,0.742955386,0.747854285,0.752494914,0.756824726,0.760911392,0.76480351,0.768523711,0.772088156,0.775501742,0.778787552,0.781981529,0.785120742,0.788228289,0.79131978,0.794392138,0.797458128,0.800543682,0.803671212,0.806854742,0.81010126,0.813357411,0.816592526,0.81981565,0.82302974,0.826240912,0.829438358,0.832614499,0.835786969,0.838964967,0.84216115,0.845366999,0.848552475,0.851737111,0.854989135,0.858344064,0.861823577,0.865431219,0.869148719,0.872869668,0.87652101,0.880133255,0.883748259,0.887412981,0.891163654,0.894994006,0.898889199,0.902855608,0.906890487,0.910975741,0.91508506,0.919160303,0.923147953,0.927015338,0.930734083,0.934288484,0.9376854,0.940941387,0.944085669,0.94716268,0.950223951,0.95331472,0.956456266,0.959634858,0.96284156,0.966084925,0.969366998,0.972673097,0.97597669,0.979211422,0.982322124,0.985289895,0.988090421,0.990694883,0.993064215,0.995131437,0.99685152,0.998211483,0.999197826,0.999797918,1,0.999804861,0.99924972,0.998372192,0.997202023,0.9957644,0.994065232,0.992152094,0.990109811,0.987938619,0.985625333,0.983120004,0.980361645,0.977381055,0.974186379,0.970726813,0.967019741,0.962988787,0.958562183,0.95409327,0.949775438,0.945439163,0.941002544,0.936424479,0.931802042,0.927026648,0.922205202,0.917459892,0.912701244,0.907891739,0.90314488
19.167hr,0.40284941,0.418683047,0.435205658,0.452428245,0.470471484,0.487828597,0.501437451,0.510433848,0.518523569,0.528021384,0.539834708,0.553911449,0.56938441,0.583445312,0.595083286,0.60524459,0.614565085,0.623314035,0.631481501,0.638887595,0.64577374,0.652527263,0.659331191,0.666192582,0.67304714,0.679710232,0.686199298,0.692632936,0.699071463,0.705516617,0.71191538,0.7180358,0.723775818,0.729219543,0.734435359,0.739467777,0.744340337,0.7489555,0.753261352,0.757325353,0.761195978,0.764895292,0.76843876,0.771831072,0.775095071,0.778266387,0.781382019,0.784464738,0.787530401,0.790576349,0.793615678,0.796674551,0.799775601,0.802933127,0.806154287,0.809385538,0.812596047,0.815794901,0.818985113,0.822173455,0.825349355,0.828506364,0.831663051,0.83482832,0.838014435,0.84121212,0.844390378,0.847566972,0.850808567,0.854149557,0.857610968,0.861197066,0.8648906,0.868587086,0.872215705,0.875809046,0.87941054,0.883067631,0.886816106,0.890648572,0.894548074,0.898518968,0.902557971,0.90664633,0.910758253,0.914838063,0.91883518,0.922718412,0.926459415,0.930042129,0.93347335,0.936769892,0.939960787,0.943089544,0.946206131,0.949354216,0.952558307,0.955808345,0.959098196,0.962438009,0.965829457,0.969257827,0.972696711,0.976079109,0.979349004,0.98248917,0.985478787,0.988293162,0.990897545,0.993226183,0.995234466,0.996911323,0.998242885,0.999213339,0.999804861,1,0.999816199,0.999285209,0.998433869,0.997284726,0.995845154,0.994158827,0.992304942,0.990292825,0.988117943,0.985742489,0.983112514,0.980255487,0.977184841,0.973856383,0.970279325,0.966380974,0.962087394,0.957715222,0.953461569,0.949180315,0.944798784,0.940275819,0.935699567,0.930971422,0.926191211,0.921477159,0.916741235,0.911950496,0.907212241
19.333hr,0.400452137,0.416239021,0.432743956,0.449947695,0.467962007,0.485297591,0.498921502,0.507962444,0.516081482,0.525579222,0.537361154,0.551378086,0.56677011,0.580754304,0.592332723,0.60244645,0.611727575,0.620444076,0.628585904,0.635969953,0.642833059,0.649561823,0.656340651,0.663178632,0.67001256,0.676654793,0.683119122,0.689524904,0.695933367,0.702347251,0.708714587,0.714804495,0.720514791,0.725929174,0.731115785,0.736119112,0.740962855,0.745550893,0.749832295,0.753874036,0.757724164,0.761404284,0.764929433,0.76830421,0.771550968,0.774704524,0.777801294,0.780863566,0.783907138,0.786929481,0.789943886,0.792976643,0.796050522,0.799180158,0.802373089,0.805575611,0.808756764,0.811926393,0.815087881,0.818247999,0.821396674,0.824529078,0.827664996,0.830813392,0.833986149,0.837172733,0.840340745,0.84350634,0.846735146,0.850060513,0.853502708,0.857065489,0.860732195,0.864401043,0.868003705,0.871574571,0.875158191,0.878802562,0.882543771,0.886374163,0.890275037,0.89424913,0.898292621,0.902386405,0.906503302,0.910588634,0.914593492,0.918488285,0.922245792,0.925849446,0.929305811,0.932632673,0.935860755,0.939033986,0.942201975,0.945407445,0.948673354,0.951991597,0.955358876,0.958787925,0.962281033,0.965822854,0.969386945,0.972905413,0.97632152,0.979618704,0.982778129,0.985778518,0.988588807,0.991144641,0.993403234,0.995357162,0.996994488,0.998299034,0.99924972,0.999816199,1,0.999822994,0.999305155,0.998464342,0.997307247,0.995871837,0.994230031,0.992399145,0.990381017,0.988149177,0.985659281,0.982938254,0.980002583,0.976815302,0.973375304,0.969617223,0.965467729,0.961207132,0.957033269,0.952819761,0.948503582,0.944045845,0.939525266,0.934852849,0.930123397,0.925448831,0.920744206,0.915980528,0.911259524
19.500hr,0.397764854,0.413540852,0.430061321,0.44727121,0.465272863,0.482592234,0.496229611,0.505310217,0.51345564,0.522950401,0.534697836,0.548649984,0.563954002,0.577854273,0.589367771,0.599430567,0.608670949,0.617355133,0.625472758,0.632837838,0.639683307,0.646394581,0.653157291,0.659981777,0.666807298,0.673443253,0.679898164,0.686290971,0.6926847,0.699083635,0.705436243,0.711512034,0.717208709,0.722609536,0.727782544,0.732771758,0.737600603,0.742174346,0.746443182,0.750473689,0.754313598,0.75798396,0.761499194,0.76486374,0.768099967,0.771242031,0.774325614,0.777372498,0.780398163,0.783399937,0.786390936,0.789397489,0.79244241,0.795540299,0.798699333,0.801865576,0.805008103,0.808137682,0.811258214,0.814377057,0.817484718,0.820578548,0.823680455,0.82680036,0.829950888,0.833121267,0.836278538,0.839436813,0.842659718,0.845979293,0.849414353,0.852967357,0.856621177,0.86027422,0.863859736,0.867413445,0.870981875,0.874614106,0.878346962,0.882173387,0.88607438,0.890051225,0.894099147,0.898199037,0.902322715,0.906414008,0.910424601,0.914325401,0.918091331,0.921707555,0.925181534,0.928532189,0.931791614,0.935004604,0.938220716,0.941481316,0.944807702,0.948190421,0.951627907,0.95513659,0.958720741,0.962365622,0.966044289,0.96968765,0.973237873,0.97667898,0.979992937,0.983160431,0.986153375,0.98890884,0.99138614,0.993582629,0.995490004,0.997093795,0.998372192,0.999285209,0.999822994,1,0.999826322,0.999312034,0.998460728,0.9973023,0.995900184,0.994276895,0.992439593,0.99037099,0.98803659,0.985466695,0.982679285,0.979645341,0.976352897,0.972744115,0.968749553,0.964616475,0.960538939,0.956408014,0.952170084,0.947789163,0.94333525,0.938728752,0.934060702,0.929435058,0.924771141,0.920043448,0.915348306
19.667hr,0.39523887,0.410976169,0.427488717,0.444685053,0.462664889,0.479970346,0.493627463,0.502751246,0.510928557,0.520429998,0.532155708,0.54605916,0.561290439,0.575118274,0.586573643,0.59658914,0.605790699,0.614444709,0.622540759,0.629888569,0.636716186,0.64340885,0.650154305,0.656963539,0.663776602,0.670400005,0.676839645,0.683215085,0.689590016,0.695969646,0.702303342,0.708361401,0.714042046,0.719428136,0.724587232,0.729562598,0.734377452,0.738938183,0.743196137,0.747217551,0.751049754,0.754713507,0.758222507,0.761581177,0.764812206,0.767949598,0.771028373,0.77406929,0.777087124,0.78007858,0.78305621,0.786045773,0.789069666,0.792142469,0.795272423,0.798404731,0.801508314,0.804595141,0.80767004,0.810741675,0.813801247,0.816847913,0.819905572,0.822985609,0.826102116,0.829244527,0.832379624,0.835521229,0.83873128,0.842039993,0.845464775,0.84900684,0.852647379,0.856284345,0.859851578,0.863386156,0.866936447,0.870552861,0.874273638,0.87809181,0.88198839,0.885964127,0.890013387,0.894116732,0.898245894,0.902343781,0.906360831,0.91026759,0.914039626,0.917663828,0.92114944,0.92451662,0.927799025,0.931042893,0.934299053,0.937608718,0.940991531,0.944435574,0.947937624,0.9515164,0.95517966,0.958914407,0.96269392,0.966447692,0.970116667,0.973685447,0.977137018,0.980453246,0.983607744,0.986538331,0.989206395,0.991614348,0.993758558,0.995628005,0.997202023,0.998433869,0.999305155,0.999826322,1,0.999826255,0.999302322,0.998447069,0.997313558,0.995927383,0.99429926,0.992418928,0.990260513,0.987858677,0.985235274,0.982366702,0.979235613,0.975786333,0.971958327,0.96796806,0.964003504,0.959970507,0.955825086,0.951533686,0.947158508,0.942629001,0.938033183,0.933467014,0.928854363,0.924172276,0.919511922
19.833hr,0.392940534,0.40864943,0.425175725,0.442387236,0.460376574,0.477700926,0.491408623,0.500600301,0.50882106,0.518333797,0.530035545,0.543882279,0.559032421,0.57278174,0.584177537,0.594148797,0.603317355,0.611947842,0.620028369,0.627364318,0.634178895,0.640856218,0.647585667,0.654380127,0.661181175,0.667793666,0.674220182,0.680580564,0.686939365,0.693303088,0.699622086,0.705667865,0.711338746,0.716716757,0.7218689,0.726837862,0.731646184,0.736200892,0.740454084,0.744471494,0.748300033,0.751960359,0.755465606,0.758819719,0.762045366,0.765176854,0.768249493,0.771283784,0.774293591,0.777274308,0.780237626,0.783208604,0.786209169,0.789253272,0.792348726,0.795440208,0.798496462,0.801529716,0.804545709,0.807554467,0.810548215,0.813528683,0.816522008,0.819540854,0.822600758,0.825693012,0.82878566,0.831892391,0.835074019,0.838359637,0.841765805,0.845292866,0.848920461,0.852543119,0.856093415,0.859608105,0.863135745,0.866728487,0.870426459,0.874225008,0.878105067,0.882067075,0.886105819,0.890201712,0.894326897,0.898424628,0.902443936,0.906354126,0.910130831,0.913761445,0.917256551,0.920637807,0.923940125,0.927209694,0.93049789,0.933847008,0.93727684,0.940774259,0.944333515,0.947972837,0.951701428,0.955509316,0.959371265,0.963216694,0.966985707,0.970662995,0.974232176,0.977676352,0.980970828,0.984053163,0.986885952,0.989476299,0.99182569,0.993927632,0.9957644,0.997284726,0.998464342,0.999312034,0.999826255,1,0.999821376,0.999294132,0.998458002,0.997339924,0.995952207,0.994290048,0.992333769,0.990120616,0.987678867,0.984986884,0.982030491,0.978754694,0.975105287,0.971273053,0.967437928,0.963518311,0.959479938,0.955291438,0.951007761,0.946566901,0.942054188,0.937558865,0.933008836,0.928382624,0.923766366
20.000hr,0.390805158,0.406524383,0.423096477,0.44033749,0.458330886,0.475651135,0.48937183,0.498592136,0.506816926,0.516303495,0.527947791,0.54170912,0.556753222,0.570403031,0.581724152,0.591640226,0.600767474,0.609367101,0.617425491,0.624743857,0.631541093,0.638200492,0.644912256,0.651690377,0.65847819,0.665079838,0.671495149,0.677843932,0.684190998,0.690543405,0.696852972,0.702892555,0.708560362,0.713937509,0.719090018,0.724059598,0.72886796,0.733423079,0.737678118,0.741698479,0.745530582,0.749194698,0.752703347,0.756060179,0.759288066,0.76242154,0.765496049,0.768532324,0.771544318,0.774526991,0.777491054,0.780460291,0.783455315,0.786488956,0.78956843,0.792637134,0.79566269,0.798657203,0.801626699,0.804582133,0.807516547,0.810433418,0.813361235,0.816314239,0.819309707,0.822340718,0.825377615,0.828435933,0.831577039,0.834829346,0.83820857,0.841714222,0.845325817,0.848937016,0.852477368,0.855979707,0.859491269,0.863063793,0.866738139,0.870511916,0.874367554,0.878306559,0.882324239,0.886402029,0.890513129,0.89460152,0.898615915,0.902525426,0.906305128,0.909941189,0.913444606,0.916838616,0.920159516,0.923453707,0.926771897,0.930155942,0.93362527,0.937166452,0.940772925,0.944463229,0.948247501,0.952116978,0.95604807,0.959970749,0.963824806,0.967594551,0.97126381,0.974816713,0.978229943,0.981441631,0.98441573,0.987163419,0.989690572,0.991995727,0.994065232,0.995845154,0.997307247,0.998460728,0.999302322,0.999821376,1,0.999822553,0.999311657,0.998492585,0.997378388,0.995967321,0.994244453,0.992245394,0.990006065,0.987505166,0.984734187,0.981646459,0.978188934,0.974530183,0.970840244,0.96704963,0.963132772,0.959060638,0.954881802,0.950542135,0.946124404,0.941711995,0.937236708,0.932677973,0.928116065
20.167hr,0.388915956,0.404581317,0.421145532,0.438370733,0.456338634,0.473638024,0.487367955,0.496620876,0.50485853,0.514329381,0.525929188,0.539619308,0.554570682,0.568135095,0.579395669,0.589270254,0.598369259,0.606950767,0.614999852,0.622312508,0.629103384,0.635755129,0.642459151,0.649230853,0.656014733,0.662613461,0.669024293,0.675367447,0.681708956,0.688057107,0.694364283,0.700404941,0.706077694,0.711462712,0.716625004,0.721605313,0.726424015,0.730989001,0.735253834,0.73928336,0.743123668,0.746795071,0.750310009,0.753672153,0.756904225,0.760040525,0.763116661,0.766154244,0.769168153,0.772153036,0.77511923,0.778089553,0.781082146,0.784101878,0.787151377,0.790180655,0.793157315,0.796093227,0.798994739,0.801869472,0.804715971,0.807547544,0.810392258,0.813262686,0.816176898,0.819129656,0.822093474,0.825086787,0.828172395,0.831379557,0.83472362,0.838202158,0.841793435,0.845390434,0.848921733,0.852418146,0.855923001,0.859483803,0.863139922,0.866890799,0.870720055,0.874629529,0.87861648,0.882665276,0.886751675,0.890821035,0.894822794,0.898726607,0.902508436,0.906153805,0.90967277,0.913086486,0.916430078,0.919750161,0.923098337,0.926516553,0.930024598,0.933608867,0.937261381,0.940999436,0.944833523,0.948756525,0.952747093,0.956736559,0.960664807,0.964515824,0.968272491,0.971918911,0.97543294,0.978753177,0.981845338,0.98472476,0.987402437,0.989881551,0.992152094,0.994158827,0.995871837,0.9973023,0.998447069,0.999294132,0.999822553,1,0.99982963,0.999330837,0.99851518,0.997382397,0.995920303,0.994159788,0.992141521,0.989850704,0.987274587,0.984383941,0.981128583,0.977654613,0.974122032,0.970472591,0.966688162,0.962742528,0.958678706,0.954450638,0.950138188,0.945819025,0.941429179,0.936948687,0.932451714
20.333hr,0.387608914,0.403287501,0.419904992,0.437154474,0.455105843,0.472364108,0.4860558,0.495280831,0.503473558,0.512875745,0.524383573,0.537958706,0.552778426,0.566220646,0.577385528,0.587186838,0.596230779,0.604771756,0.612791884,0.620081319,0.626849015,0.63347697,0.640157982,0.646908925,0.653675899,0.660259958,0.666654859,0.672980629,0.679303893,0.685634007,0.69192433,0.697951844,0.703616633,0.708998011,0.714160096,0.719142634,0.723964853,0.72853455,0.732805925,0.736843572,0.740692923,0.744373798,0.747897833,0.751268207,0.754507714,0.757650547,0.760732135,0.763773759,0.766789909,0.769775053,0.77274018,0.775709043,0.778700465,0.781719001,0.78476613,0.78778992,0.790755523,0.793672851,0.796547873,0.799389283,0.802196373,0.80498237,0.807775385,0.810588349,0.81344037,0.816327817,0.8192254,0.822154342,0.825179126,0.828330313,0.831624997,0.835062034,0.838619782,0.842190903,0.845703205,0.84918566,0.852679,0.856228228,0.859870302,0.863601867,0.867405509,0.871284472,0.875237595,0.879250785,0.883302227,0.88734009,0.891316074,0.895200876,0.898971533,0.902613813,0.906136784,0.909560348,0.912919584,0.916260058,0.919632209,0.923077176,0.926614836,0.930232338,0.933921437,0.937699133,0.941575908,0.945544616,0.949583514,0.95362473,0.957610015,0.961525642,0.965354534,0.969079215,0.972677047,0.976086397,0.979273673,0.982258396,0.985056051,0.9876749,0.990109811,0.992304942,0.994230031,0.995900184,0.997313558,0.998458002,0.999311657,0.99982963,1,0.999832156,0.999332012,0.998498421,0.99731987,0.995821132,0.994043682,0.991980178,0.989617885,0.986931262,0.983886422,0.980607532,0.977243029,0.973745622,0.970103137,0.966292525,0.962351921,0.958244331,0.954046223,0.949829559,0.945534634,0.941142207,0.936720531
